Order ID,Category,Sales,Profit,Quantity,Customer Rating
10123,Toys,808.71,488.31,9,5
10124,Books,165.35,21.62,9,4
10125,Clothing,24.87,7.16,8,4
10126,Groceries,319.59,176.99,5,5
10127,Toys,592.26,480.03,7,5
10128,Clothing,146.9,170.17,9,4
10129,Clothing,431.86,150.09,3,2
10130,Electronics,556.8,336.97,4,2
10131,Clothing,602.89,48.3,2,1
10132,Books,281.67,149.83,9,5
10133,Toys,406.03,110.22,7,2
10134,Clothing,780.56,280.84,6,2
10135,Electronics,941.8,39.51,5,1
10136,Books,863.26,251.79,7,5
10137,Furniture,568.64,421.65,3,1
10138,Toys,416.19,232.79,5,1
10139,Clothing,339.63,325.92,2,4
10140,Electronics,133.71,-8.61,5,1
10141,Furniture,115.49,196.95,7,5
10142,Furniture,691.47,2.19,7,2
10143,Groceries,267.2,279.7,9,2
10144,Books,262.12,104.58,3,4
10145,Clothing,998.21,108.0,8,5
10146,Electronics,196.05,-7.78,5,2
10147,Groceries,156.58,120.63,7,1
10148,Books,107.7,228.67,1,3
10149,Groceries,584.01,271.56,1,3
10150,Toys,631.59,-13.33,4,3
10151,Books,371.58,308.3,5,3
10152,Books,540.06,218.88,3,1
10153,Clothing,790.52,245.3,6,2
10154,Books,819.92,408.04,3,4
10155,Groceries,958.33,138.22,5,1
10156,Books,826.03,45.73,1,2
10157,Clothing,569.19,253.5,3,5
10158,Clothing,187.86,469.76,7,2
10159,Toys,108.77,234.83,3,2
10160,Groceries,63.97,407.55,5,2
10161,Furniture,669.86,366.37,7,1
10162,Furniture,809.46,235.08,2,2
10163,Books,513.6,306.16,3,2
10164,Toys,64.17,173.67,4,5
10165,Electronics,540.12,241.85,5,5
10166,Books,936.39,229.01,9,3
10167,Toys,601.64,340.01,9,1
10168,Groceries,811.33,175.49,4,2
10169,Groceries,802.15,4.87,9,3
10170,Groceries,932.81,383.79,4,3
10171,Groceries,772.53,326.67,2,1
10172,Groceries,750.22,472.57,1,3
10173,Toys,241.76,185.79,7,3
10174,Toys,69.33,-6.99,4,1
10175,Clothing,522.42,16.89,8,4
10176,Furniture,133.19,375.33,8,3
10177,Groceries,962.57,-12.73,8,5
10178,Electronics,297.03,449.3,6,3
10179,Toys,854.41,104.91,9,1
10180,Electronics,393.75,444.38,4,1
10181,Electronics,329.96,375.43,5,4
10182,Electronics,935.81,429.16,4,4
10183,Clothing,369.69,67.72,5,5
10184,Toys,396.39,277.63,2,5
10185,Electronics,115.03,1.47,5,3
10186,Groceries,673.74,61.25,8,4
10187,Books,295.95,120.45,9,5
10188,Electronics,589.75,357.45,7,3
10189,Clothing,595.44,-36.41,7,2
10190,Toys,722.01,446.71,6,3
10191,Clothing,747.79,-11.06,2,5
10192,Electronics,519.31,157.07,9,3
10193,Toys,337.68,-5.4,5,2
10194,Books,839.08,372.93,6,5
10195,Electronics,316.77,27.72,1,3
10196,Clothing,512.43,436.62,5,5
10197,Furniture,407.24,241.62,6,3
10198,Groceries,856.53,471.66,2,1
10199,Clothing,437.6,109.7,7,5
10200,Toys,392.24,199.87,4,5
10201,Electronics,692.93,331.84,5,5
10202,Groceries,606.42,407.55,3,5
10203,Electronics,116.17,181.75,5,3
10204,Toys,513.09,440.84,4,4
10205,Electronics,738.12,14.89,6,3
10206,Furniture,992.15,339.78,2,2
10207,Groceries,632.86,141.51,3,1
10208,Groceries,376.59,5.73,1,3
10209,Toys,233.89,162.67,7,3
10210,Furniture,874.1,434.12,9,5
10211,Clothing,816.42,489.29,2,2
10212,Electronics,241.58,166.04,7,5
10213,Books,208.63,437.53,3,5
10214,Electronics,717.99,230.31,5,4
10215,Electronics,321.8,344.36,6,1
10216,Clothing,313.33,-25.05,8,4
10217,Electronics,160.77,256.52,4,5
10218,Furniture,271.34,-11.41,2,1
10219,Furniture,433.23,97.74,3,3
10220,Groceries,735.51,261.75,8,2
10221,Toys,342.95,393.94,7,4
10222,Books,335.32,258.49,6,2
10223,Electronics,292.06,464.91,5,5
10224,Electronics,483.5,395.68,5,1
10225,Clothing,188.83,35.93,1,3
10226,Toys,490.77,163.93,6,1
10227,Furniture,707.13,317.67,9,2
10228,Books,39.49,466.12,8,2
10229,Groceries,19.68,493.24,1,3
10230,Furniture,84.37,369.75,6,3
10231,Toys,540.3,265.57,3,1
10232,Groceries,855.91,366.14,6,4
10233,Clothing,14.84,100.28,9,1
10234,Clothing,937.29,105.98,6,2
10235,Electronics,115.22,309.89,8,1
10236,Toys,843.56,429.51,6,5
10237,Books,488.03,483.4,6,1
10238,Groceries,662.76,137.73,7,1
10239,Furniture,515.58,388.1,4,5
10240,Toys,482.28,418.34,8,2
10241,Toys,836.55,292.75,4,3
10242,Clothing,758.33,141.18,7,1
10243,Electronics,488.57,290.5,1,4
10244,Electronics,120.52,271.45,9,3
10245,Groceries,124.25,283.59,9,4
10246,Clothing,803.52,290.59,7,1
10247,Toys,534.1,415.88,8,4
10248,Books,486.77,43.54,2,3
10249,Clothing,683.76,152.01,7,4
10250,Groceries,860.25,272.3,1,4
10251,Groceries,632.58,105.83,3,3
10252,Clothing,765.22,487.98,6,3
10253,Groceries,767.62,94.73,5,3
10254,Clothing,362.7,208.3,5,3
10255,Furniture,281.34,432.55,9,5
10256,Clothing,803.15,-5.96,6,1
10257,Clothing,383.41,401.38,3,3
10258,Groceries,904.3,264.05,2,2
10259,Groceries,78.99,-32.51,9,4
10260,Electronics,67.64,446.6,4,3
10261,Electronics,927.73,-28.44,5,3
10262,Furniture,651.97,233.37,9,1
10263,Electronics,385.8,-23.03,5,3
10264,Clothing,757.51,-10.84,7,5
10265,Groceries,675.6,437.96,2,2
10266,Electronics,535.89,371.2,2,2
10267,Electronics,107.88,58.32,4,3
10268,Furniture,814.06,291.26,8,1
10269,Toys,867.36,387.07,2,3
10270,Furniture,180.45,439.27,7,4
10271,Clothing,852.01,207.57,1,2
10272,Groceries,879.07,443.62,9,4
10273,Furniture,553.93,229.32,6,5
10274,Electronics,659.62,328.53,1,2
10275,Groceries,388.41,488.47,6,2
10276,Groceries,288.97,79.77,5,5
10277,Electronics,724.76,42.69,5,4
10278,Furniture,863.26,138.11,5,3
10279,Electronics,657.54,40.42,4,1
10280,Toys,516.47,106.29,7,4
10281,Groceries,167.34,358.64,9,5
10282,Books,62.92,212.64,4,5
10283,Books,451.23,156.27,2,5
10284,Clothing,58.86,152.8,2,2
10285,Electronics,573.64,56.99,2,3
10286,Electronics,388.9,196.08,7,2
10287,Clothing,759.62,293.55,4,2
10288,Clothing,312.59,26.54,4,2
10289,Clothing,597.05,485.05,1,5
10290,Groceries,542.31,193.8,4,4
10291,Toys,14.67,471.38,6,1
10292,Electronics,81.67,24.06,2,1
10293,Groceries,297.46,371.97,4,3
10294,Clothing,883.41,289.7,7,3
10295,Electronics,155.54,401.04,9,5
10296,Groceries,713.79,280.37,2,1
10297,Toys,973.63,479.56,8,4
10298,Groceries,792.66,294.81,6,5
10299,Toys,250.52,381.53,8,3
10300,Clothing,909.28,432.67,2,5
10301,Toys,102.18,343.02,1,3
10302,Electronics,473.46,238.33,7,1
10303,Clothing,888.67,100.05,9,5
10304,Electronics,644.85,419.97,9,2
10305,Books,419.51,214.32,2,3
10306,Furniture,299.88,291.39,4,2
10307,Toys,381.35,-6.43,1,3
10308,Furniture,513.85,223.54,7,2
10309,Furniture,325.85,333.99,2,1
10310,Toys,969.28,271.24,4,1
10311,Clothing,933.75,196.71,2,4
10312,Books,871.96,72.89,1,4
10313,Electronics,427.61,120.32,7,4
10314,Groceries,694.39,335.34,6,5
10315,Electronics,903.8,73.3,2,3
10316,Groceries,851.93,291.95,4,5
10317,Electronics,420.18,274.36,3,4
10318,Toys,121.26,483.73,3,3
10319,Books,84.87,-16.57,3,5
10320,Groceries,581.29,9.47,4,1
10321,Clothing,646.2,228.35,1,3
10322,Electronics,851.34,239.91,1,4
10323,Electronics,299.59,-28.04,7,1
10324,Groceries,175.8,404.22,5,3
10325,Clothing,385.22,222.1,3,5
10326,Clothing,360.04,140.65,9,4
10327,Toys,141.14,125.37,5,5
10328,Toys,675.56,423.77,3,1
10329,Toys,513.61,58.2,9,1
10330,Toys,723.91,38.23,1,1
10331,Toys,359.16,67.25,9,3
10332,Toys,332.45,293.76,5,4
10333,Books,477.85,396.01,6,1
10334,Clothing,878.63,132.04,2,5
10335,Toys,49.88,45.4,8,4
10336,Clothing,806.78,65.06,3,5
10337,Clothing,375.3,290.55,1,5
10338,Furniture,856.07,85.32,7,1
10339,Books,804.18,432.5,3,4
10340,Toys,355.27,7.14,4,2
10341,Electronics,696.94,-32.2,5,3
10342,Groceries,168.04,-1.39,1,2
10343,Electronics,897.32,415.1,9,3
10344,Books,410.45,308.18,7,4
10345,Groceries,461.07,476.76,2,1
10346,Books,708.7,134.96,1,4
10347,Clothing,822.63,66.97,2,2
10348,Groceries,243.98,259.09,3,5
10349,Clothing,664.74,245.81,3,3
10350,Electronics,398.08,275.06,8,3
10351,Electronics,375.02,141.14,5,2
10352,Groceries,693.13,-46.76,9,1
10353,Groceries,393.31,-30.73,3,4
10354,Toys,352.65,315.1,6,2
10355,Books,837.53,237.79,4,4
10356,Toys,110.26,401.56,8,1
10357,Books,679.13,115.23,1,5
10358,Toys,256.24,398.51,4,4
10359,Clothing,25.34,184.02,7,1
10360,Groceries,175.1,3.18,9,2
10361,Electronics,610.59,487.85,1,5
10362,Books,712.04,231.56,8,5
10363,Books,30.85,296.21,2,5
10364,Electronics,46.06,318.94,4,3
10365,Toys,903.52,149.33,4,1
10366,Books,82.57,361.14,8,4
10367,Clothing,895.24,428.65,2,2
10368,Groceries,235.88,162.95,7,5
10369,Electronics,742.62,311.35,3,5
10370,Groceries,316.64,366.42,9,5
10371,Books,860.16,54.57,5,1
10372,Books,703.45,132.93,8,2
10373,Electronics,407.8,9.84,5,1
10374,Clothing,85.54,281.21,1,2
10375,Furniture,735.37,390.52,9,4
10376,Electronics,620.72,285.96,7,3
10377,Furniture,12.88,48.88,4,2
10378,Toys,19.33,250.5,7,1
10379,Furniture,810.71,409.21,5,1
10380,Clothing,266.81,116.5,9,1
10381,Toys,639.77,407.96,2,3
10382,Furniture,459.67,381.54,4,2
10383,Toys,864.8,-38.04,6,2
10384,Furniture,917.79,81.7,5,2
10385,Clothing,996.84,248.62,1,2
10386,Furniture,162.15,344.69,9,5
10387,Furniture,864.33,434.29,9,5
10388,Furniture,273.36,302.57,3,1
10389,Electronics,594.91,159.19,4,5
10390,Electronics,510.72,51.54,4,2
10391,Electronics,27.81,368.02,8,2
10392,Clothing,933.44,63.73,6,5
10393,Toys,87.54,332.49,2,4
10394,Books,691.34,49.67,4,1
10395,Furniture,787.16,0.08,1,3
10396,Furniture,797.33,88.11,3,1
10397,Clothing,144.14,106.71,4,1
10398,Furniture,453.09,305.97,8,1
10399,Electronics,831.13,38.49,3,5
10400,Books,309.65,461.67,5,1
10401,Groceries,473.07,254.9,1,2
10402,Furniture,280.07,220.01,4,1
10403,Electronics,468.92,189.08,2,2
10404,Groceries,888.96,261.63,4,5
10405,Books,460.57,-37.65,5,5
10406,Groceries,560.35,494.55,3,1
10407,Electronics,409.94,256.64,6,2
10408,Toys,465.52,-30.64,2,2
10409,Toys,25.02,274.49,5,2
10410,Groceries,290.91,190.39,4,2
10411,Clothing,442.22,-36.78,5,3
10412,Groceries,637.46,458.44,9,5
10413,Furniture,455.55,-44.19,6,2
10414,Furniture,344.44,267.83,7,3
10415,Toys,394.22,478.98,8,3
10416,Clothing,249.87,80.68,9,5
10417,Electronics,925.25,89.8,5,4
10418,Furniture,526.53,-49.77,8,1
10419,Toys,23.28,-13.51,2,5
10420,Books,29.25,-25.31,9,4
10421,Toys,973.23,402.46,2,1
10422,Furniture,229.24,410.21,5,1
10423,Furniture,807.55,349.69,6,1
10424,Toys,67.69,144.01,4,3
10425,Electronics,921.95,401.69,8,2
10426,Groceries,875.67,246.88,3,1
10427,Furniture,575.38,117.37,5,2
10428,Toys,18.91,190.5,2,1
10429,Toys,265.23,-13.83,3,3
10430,Clothing,412.75,469.7,8,1
10431,Groceries,465.46,290.51,5,5
10432,Books,304.7,352.18,3,4
10433,Electronics,42.62,322.12,5,1
10434,Books,594.23,317.26,9,4
10435,Groceries,528.91,-40.51,3,4
10436,Groceries,290.17,238.95,7,3
10437,Groceries,47.6,401.94,8,4
10438,Books,994.65,-25.51,5,3
10439,Groceries,487.17,475.89,3,1
10440,Toys,758.44,183.29,6,2
10441,Books,457.79,109.44,3,3
10442,Groceries,52.74,242.5,9,4
10443,Toys,316.5,390.67,2,4
10444,Clothing,326.91,211.12,3,1
10445,Groceries,839.97,304.81,7,3
10446,Books,657.69,224.95,8,1
10447,Furniture,282.68,297.2,5,3
10448,Groceries,968.06,25.92,5,2
10449,Furniture,328.33,-28.74,5,5
10450,Toys,998.25,25.3,4,1
10451,Clothing,996.2,107.21,9,4
10452,Electronics,199.3,89.35,6,1
10453,Clothing,319.61,288.35,8,3
10454,Groceries,491.18,200.74,8,1
10455,Furniture,667.46,-28.65,5,2
10456,Furniture,532.77,-30.82,9,3
10457,Books,969.75,-0.18,2,4
10458,Furniture,726.75,144.19,8,4
10459,Books,219.92,-46.6,3,3
10460,Toys,114.05,221.69,7,2
10461,Electronics,691.52,148.37,9,1
10462,Groceries,166.87,255.49,5,5
10463,Books,789.8,346.45,8,4
10464,Electronics,317.93,88.04,4,2
10465,Furniture,333.62,36.4,1,2
10466,Furniture,20.69,102.93,1,2
10467,Electronics,704.0,-49.03,6,1
10468,Furniture,122.14,16.01,8,2
10469,Toys,775.15,362.96,2,2
10470,Toys,496.95,72.54,4,3
10471,Electronics,786.44,496.86,3,3
10472,Books,588.09,42.31,9,2
10473,Books,91.61,383.82,3,2
10474,Electronics,768.0,337.77,8,3
10475,Books,79.1,127.17,7,1
10476,Books,483.91,131.91,1,3
10477,Toys,180.63,259.95,8,3
10478,Books,754.81,418.81,9,3
10479,Clothing,912.48,162.4,8,3
10480,Groceries,558.58,-16.35,1,5
10481,Furniture,531.88,155.93,7,4
10482,Clothing,766.32,64.02,9,1
10483,Books,15.03,466.56,5,1
10484,Toys,918.58,333.5,2,2
10485,Electronics,205.47,-22.04,8,5
10486,Books,984.28,111.14,9,2
10487,Toys,738.89,-22.38,7,1
10488,Groceries,776.51,406.51,5,1
10489,Books,659.64,448.46,8,2
10490,Electronics,476.95,11.75,6,4
10491,Toys,575.91,192.16,4,2
10492,Toys,55.94,462.54,1,4
10493,Toys,627.72,29.87,6,4
10494,Groceries,629.84,110.55,8,3
10495,Books,892.29,117.35,3,1
10496,Groceries,510.6,-33.47,7,3
10497,Furniture,86.37,-30.05,7,1
10498,Furniture,313.13,474.04,9,3
10499,Books,659.07,264.1,1,4
10500,Groceries,246.87,118.66,5,3
10501,Electronics,287.72,158.27,8,5
10502,Toys,822.26,343.16,3,3
10503,Toys,588.48,151.58,5,3
10504,Books,513.44,75.27,1,3
10505,Furniture,325.27,6.01,9,5
10506,Furniture,733.62,350.91,4,1
10507,Toys,294.84,49.31,5,3
10508,Books,739.69,-11.69,3,1
10509,Groceries,79.4,184.82,2,2
10510,Furniture,865.9,-28.24,7,4
10511,Groceries,504.57,480.75,5,2
10512,Furniture,444.12,295.01,3,5
10513,Furniture,614.91,33.98,2,5
10514,Clothing,627.95,44.85,6,1
10515,Furniture,140.71,263.41,6,1
10516,Electronics,758.67,146.11,3,3
10517,Books,283.17,375.85,9,2
10518,Books,905.91,250.19,1,1
10519,Groceries,819.67,188.33,3,1
10520,Furniture,352.8,479.64,1,1
10521,Electronics,809.66,164.9,7,4
10522,Groceries,362.83,170.34,2,1
10523,Clothing,109.94,316.17,4,4
10524,Groceries,962.27,395.21,4,5
10525,Groceries,656.08,294.42,8,3
10526,Furniture,461.54,334.24,4,2
10527,Clothing,403.8,155.11,3,1
10528,Groceries,331.46,213.72,3,4
10529,Electronics,981.63,58.37,5,1
10530,Electronics,143.4,324.14,6,1
10531,Books,321.66,71.8,7,4
10532,Clothing,490.64,-49.31,5,1
10533,Clothing,483.22,463.57,7,2
10534,Books,476.65,118.31,4,5
10535,Groceries,184.03,58.15,5,3
10536,Clothing,153.48,97.48,6,1
10537,Electronics,262.22,131.75,9,4
10538,Electronics,915.38,211.0,6,2
10539,Furniture,121.92,-11.86,1,1
10540,Clothing,759.85,-21.03,7,5
10541,Groceries,759.97,111.1,3,5
10542,Books,811.67,112.67,6,4
10543,Books,887.75,14.71,2,1
10544,Groceries,270.41,172.64,7,1
10545,Toys,232.31,106.22,1,1
10546,Furniture,470.85,-35.67,2,5
10547,Books,272.44,437.15,9,1
10548,Clothing,736.97,437.31,9,1
10549,Furniture,639.58,65.05,7,1
10550,Clothing,876.24,39.58,2,1
10551,Electronics,91.91,251.01,5,4
10552,Furniture,915.93,296.91,4,5
10553,Books,300.42,476.65,2,3
10554,Furniture,495.79,157.54,2,4
10555,Furniture,444.23,290.01,8,1
10556,Furniture,762.71,433.0,5,3
10557,Toys,426.13,197.47,8,2
10558,Furniture,944.12,17.29,2,3
10559,Clothing,903.51,157.6,2,4
10560,Electronics,873.44,25.11,3,5
10561,Groceries,80.55,-40.85,8,4
10562,Furniture,855.72,363.35,8,5
10563,Books,783.82,81.13,3,5
10564,Furniture,112.48,-48.9,1,5
10565,Books,116.34,429.84,7,2
10566,Clothing,110.15,194.08,4,3
10567,Books,21.22,81.37,3,4
10568,Groceries,553.15,94.53,5,4
10569,Electronics,973.66,82.3,6,5
10570,Books,444.3,57.01,1,2
10571,Books,545.35,412.67,9,2
10572,Electronics,968.29,43.68,6,1
10573,Groceries,262.63,259.02,3,2
10574,Furniture,859.89,-7.47,1,5
10575,Books,550.93,472.24,9,5
10576,Electronics,573.78,281.82,2,3
10577,Clothing,349.74,446.73,6,5
10578,Electronics,565.97,168.83,6,3
10579,Clothing,82.41,395.87,3,2
10580,Groceries,767.0,419.51,6,1
10581,Furniture,291.84,336.62,2,4
10582,Electronics,888.73,1.12,8,5
10583,Toys,374.17,-41.16,1,2
10584,Books,151.4,42.71,6,5
10585,Groceries,698.92,14.95,1,3
10586,Electronics,172.93,348.83,9,2
10587,Books,756.14,256.35,9,4
10588,Electronics,968.43,239.27,6,3
10589,Clothing,781.76,89.08,6,2
10590,Electronics,32.22,35.03,9,4
10591,Toys,603.89,63.6,5,3
10592,Electronics,698.46,170.15,9,4
10593,Electronics,827.2,357.08,5,2
10594,Toys,65.44,89.98,4,3
10595,Groceries,485.31,334.24,2,1
10596,Electronics,540.02,220.33,2,5
10597,Toys,177.43,436.99,1,1
10598,Books,329.23,78.1,3,4
10599,Clothing,445.82,197.97,1,2
10600,Clothing,834.88,3.17,6,5
10601,Electronics,930.11,134.33,7,2
10602,Groceries,632.14,228.78,9,4
10603,Groceries,401.0,353.01,7,2
10604,Books,261.49,58.94,4,3
10605,Electronics,982.31,69.95,4,3
10606,Clothing,983.19,297.37,8,4
10607,Groceries,925.73,160.35,4,2
10608,Electronics,787.81,215.15,1,4
10609,Groceries,332.52,409.87,9,5
10610,Toys,818.83,224.5,3,2
10611,Groceries,414.71,308.87,1,3
10612,Clothing,333.51,311.23,9,1
10613,Furniture,747.42,391.99,5,3
10614,Books,88.86,300.98,9,2
10615,Books,58.08,-14.35,3,2
10616,Clothing,453.47,138.2,6,2
10617,Groceries,451.18,494.12,7,2
10618,Electronics,896.69,58.08,5,5
10619,Groceries,134.89,272.7,8,1
10620,Clothing,132.05,413.62,6,3
10621,Books,155.98,272.61,6,5
10622,Groceries,39.44,154.75,7,4
10623,Books,81.01,-5.87,8,2
10624,Electronics,663.27,148.92,2,3
10625,Books,437.27,50.14,7,4
10626,Books,765.97,478.47,9,1
10627,Furniture,992.67,343.27,1,3
10628,Furniture,662.44,362.16,1,5
10629,Toys,59.95,189.78,7,4
10630,Furniture,113.52,10.48,5,3
10631,Books,882.19,96.69,1,5
10632,Clothing,532.22,92.84,1,2
10633,Books,826.59,217.73,2,3
10634,Clothing,858.05,203.54,9,2
10635,Clothing,928.4,188.37,3,4
10636,Furniture,950.33,222.79,9,4
10637,Groceries,559.28,492.86,6,4
10638,Electronics,347.61,114.09,6,2
10639,Furniture,962.25,288.4,7,2
10640,Furniture,551.93,81.73,8,5
10641,Groceries,73.61,206.63,3,3
10642,Electronics,646.35,60.03,8,5
10643,Books,591.81,257.01,6,2
10644,Toys,896.83,95.76,6,3
10645,Toys,656.66,-29.77,3,4
10646,Books,355.56,398.4,6,5
10647,Furniture,966.56,20.54,8,5
10648,Electronics,803.6,152.42,7,5
10649,Furniture,634.11,212.45,7,2
10650,Clothing,300.0,187.86,3,3
10651,Furniture,379.8,349.12,3,4
10652,Furniture,673.27,278.23,5,2
10653,Books,81.26,112.45,5,4
10654,Books,264.11,-21.56,9,1
10655,Books,716.76,372.18,9,1
10656,Toys,485.22,143.89,5,4
10657,Clothing,408.37,439.35,5,1
10658,Books,159.94,167.28,6,3
10659,Electronics,447.43,344.71,8,3
10660,Toys,772.99,466.76,6,2
10661,Groceries,271.37,308.13,6,4
10662,Electronics,15.34,177.42,9,2
10663,Electronics,671.82,262.07,1,3
10664,Books,972.9,248.89,4,3
10665,Groceries,610.76,271.65,2,3
10666,Groceries,128.72,30.75,9,5
10667,Toys,327.53,334.18,3,1
10668,Groceries,868.97,29.77,2,2
10669,Clothing,240.24,-41.96,8,2
10670,Books,611.62,293.63,4,3
10671,Groceries,408.64,14.3,2,5
10672,Toys,215.77,373.73,4,2
10673,Clothing,815.27,426.28,7,2
10674,Furniture,745.4,469.61,7,5
10675,Furniture,664.98,315.46,1,3
10676,Clothing,243.97,215.11,1,5
10677,Toys,106.88,143.75,3,1
10678,Clothing,580.4,220.01,2,2
10679,Books,558.14,54.69,3,1
10680,Books,196.5,141.63,4,2
10681,Furniture,65.68,344.86,7,1
10682,Groceries,89.9,69.58,2,2
10683,Toys,992.84,95.24,7,3
10684,Furniture,785.75,362.13,5,4
10685,Groceries,922.77,47.81,8,5
10686,Groceries,203.1,85.24,8,2
10687,Books,960.96,-40.35,5,5
10688,Electronics,151.23,346.03,8,2
10689,Electronics,513.99,289.85,9,4
10690,Clothing,831.4,331.91,7,3
10691,Books,356.31,67.88,6,3
10692,Groceries,430.58,328.06,7,5
10693,Toys,136.9,278.01,7,4
10694,Electronics,131.69,151.37,3,5
10695,Groceries,623.37,190.8,6,3
10696,Electronics,678.78,262.36,6,1
10697,Electronics,779.56,221.31,9,5
10698,Electronics,561.12,303.01,1,2
10699,Toys,649.3,49.54,7,3
10700,Books,23.38,247.39,1,2
10701,Toys,170.55,197.65,4,4
10702,Furniture,985.07,203.56,7,3
10703,Groceries,85.23,208.16,6,3
10704,Books,682.0,434.81,6,5
10705,Books,184.32,400.25,5,5
10706,Books,719.55,296.26,7,2
10707,Books,708.93,344.07,9,5
10708,Toys,241.86,-26.46,6,1
10709,Books,276.94,359.2,7,3
10710,Clothing,658.22,217.39,9,4
10711,Groceries,396.19,124.76,7,3
